resultID,raceID,driverID,constructorID,grid,position,points,laps,time,fastest_lap,fastest_lap_time,statusID
12662,522,200,21,20,\N,0.0,1,\N,\N,\N,5
12663,522,207,32,15,\N,0.0,0,\N,\N,\N,8
12664,522,212,32,0,\N,0.0,0,\N,\N,\N,81
12665,522,232,60,0,\N,0.0,0,\N,\N,\N,81
12666,523,178,3,2,1,9.0,75,1:41:19.775,\N,\N,1
12667,523,222,6,5,2,6.0,75,+21.783,\N,\N,1
12668,523,172,27,7,3,4.0,75,+1:03.253,\N,\N,1
12669,523,137,204,11,4,3.0,74,\N,\N,\N,11
12670,523,235,27,20,5,2.0,74,\N,\N,\N,11
12671,523,200,21,18,6,1.0,73,\N,\N,\N,12
12672,523,212,32,24,7,0.0,73,\N,\N,\N,12
12673,523,202,25,10,\N,0.0,51,\N,\N,\N,22
12674,523,203,6,6,\N,0.0,49,\N,\N,\N,27
12675,523,173,58,22,\N,0.0,40,\N,\N,\N,7
12676,523,177,59,8,\N,0.0,33,\N,\N,\N,5
12677,523,219,4,4,\N,0.0,26,\N,\N,\N,8
12678,523,187,1,12,\N,0.0,22,\N,\N,\N,5
12679,523,197,25,16,\N,0.0,20,\N,\N,\N,20
12680,523,233,54,15,\N,0.0,19,\N,\N,\N,7
12681,523,136,58,23,\N,0.0,12,\N,\N,\N,6
12682,523,207,32,17,\N,0.0,9,\N,\N,\N,22
12683,523,119,21,19,\N,0.0,7,\N,\N,\N,23
12684,523,175,1,14,\N,0.0,6,\N,\N,\N,5
12685,523,182,204,9,\N,0.0,4,\N,\N,\N,54
12686,523,224,56,21,\N,0.0,2,\N,\N,\N,10
12687,523,199,32,13,\N,0.0,1,\N,\N,\N,22
12688,523,163,4,1,\N,0.0,1,\N,\N,\N,22
12689,523,223,3,3,\N,0.0,0,\N,\N,\N,3
12690,523,236,57,0,\N,0.0,0,\N,\N,\N,81
12691,523,232,60,0,\N,0.0,0,\N,\N,\N,81
12692,524,222,6,3,1,9.0,50,1:22:00.22,\N,\N,1
12693,524,203,6,5,2,6.0,50,+0.46,\N,\N,1
12694,524,223,3,6,3,4.0,50,+4.78,\N,\N,1
12695,524,182,204,9,4,3.0,50,+54.40,\N,\N,1
12696,524,207,32,10,5,2.0,50,+59.70,\N,\N,1
12697,524,197,25,16,6,1.0,50,+1:01.55,\N,\N,1
12698,524,199,32,13,7,0.0,50,+1:24.14,\N,\N,1
12699,524,224,56,20,8,0.0,49,\N,\N,\N,11
12700,524,178,3,4,9,0.0,49,\N,\N,\N,11
12701,524,202,25,12,10,0.0,49,\N,\N,\N,11
12702,524,233,54,15,11,0.0,49,\N,\N,\N,11
12703,524,230,51,22,12,0.0,49,\N,\N,\N,11
12704,524,119,21,17,13,0.0,47,\N,\N,\N,13
12705,524,219,4,1,14,0.0,45,\N,\N,\N,5
12706,524,172,27,7,\N,0.0,41,\N,\N,\N,5
12707,524,177,59,23,\N,0.0,41,\N,\N,\N,5
12708,524,235,27,11,\N,0.0,40,\N,\N,\N,5
12709,524,173,58,24,\N,0.0,33,\N,\N,\N,8
12710,524,152,51,18,\N,0.0,28,\N,\N,\N,20
12711,524,163,4,2,\N,0.0,13,\N,\N,\N,5
12712,524,187,1,19,\N,0.0,13,\N,\N,\N,3
12713,524,175,1,14,\N,0.0,3,\N,\N,\N,5
12714,524,200,21,21,\N,0.0,3,\N,\N,\N,22
12715,524,137,204,8,\N,0.0,1,\N,\N,\N,3
12716,524,136,58,0,\N,0.0,0,\N,\N,\N,81
12717,524,176,57,0,\N,0.0,0,\N,\N,\N,81
12718,524,232,60,0,\N,0.0,0,\N,\N,\N,81
12719,524,212,62,0,\N,0.0,0,\N,\N,\N,81
12720,525,178,3,1,1,9.0,72,1:52:06.892,\N,\N,1
12721,525,203,6,2,2,6.0,72,+1.080,\N,\N,1
12722,525,223,3,3,3,4.0,72,+1:13.656,\N,\N,1
12723,525,222,6,9,4,3.0,71,\N,\N,\N,11
12724,525,202,25,6,5,2.0,71,\N,\N,\N,11
12725,525,187,1,17,6,1.0,70,\N,\N,\N,12
12726,525,217,182,17,7,0.0,68,\N,\N,\N,14
12727,525,224,56,15,8,0.0,67,\N,\N,\N,15
12728,525,136,58,21,9,0.0,67,\N,\N,\N,15
12729,525,207,32,10,10,0.0,66,\N,\N,\N,60
12730,525,137,182,4,\N,0.0,61,\N,\N,\N,6
12731,525,230,51,18,\N,0.0,52,\N,\N,\N,69
12732,525,235,27,16,\N,0.0,47,\N,\N,\N,6
12733,525,197,25,13,\N,0.0,33,\N,\N,\N,5
12734,525,206,25,24,\N,0.0,28,\N,\N,\N,5
12735,525,212,62,22,\N,0.0,26,\N,\N,\N,83
12736,525,219,4,7,\N,0.0,24,\N,\N,\N,23
12737,525,173,58,23,\N,0.0,24,\N,\N,\N,80
12738,525,199,32,11,\N,0.0,23,\N,\N,\N,22
12739,525,119,21,14,\N,0.0,20,\N,\N,\N,20
12740,525,175,1,20,\N,0.0,19,\N,\N,\N,5
12741,525,163,4,8,\N,0.0,14,\N,\N,\N,3
12742,525,233,54,12,\N,0.0,14,\N,\N,\N,3
12743,525,172,27,5,\N,0.0,10,\N,\N,\N,5
12744,525,200,21,0,\N,0.0,0,\N,\N,\N,81
12745,525,176,57,0,\N,0.0,0,\N,\N,\N,81
12746,525,177,59,0,\N,0.0,0,\N,\N,\N,81
12747,525,237,56,0,\N,0.0,0,\N,\N,\N,81
12748,525,232,60,0,\N,0.0,0,\N,\N,\N,81
12749,525,182,182,0,\N,0.0,0,\N,\N,\N,54
12750,526,203,6,3,1,9.0,59,1:52:17.734,\N,\N,1
12751,526,163,4,7,2,6.0,59,+48.787,\N,\N,1
12752,526,202,25,10,3,4.0,59,+53.199,\N,\N,1
12753,526,173,58,20,4,3.0,59,+1:30.512,\N,\N,1
12754,526,233,54,14,5,2.0,59,+1:41.259,\N,\N,1
12755,526,187,1,13,6,1.0,58,\N,\N,\N,11
12756,526,224,56,23,7,0.0,54,\N,\N,\N,15
12757,526,137,182,2,\N,0.0,53,\N,\N,\N,7
12758,526,206,25,15,\N,0.0,52,\N,\N,\N,20
12759,526,222,6,16,\N,0.0,48,\N,\N,\N,27
12760,526,119,21,19,\N,0.0,44,\N,\N,\N,22
12761,526,178,3,1,\N,0.0,36,\N,\N,\N,36
12762,526,176,57,21,\N,0.0,32,\N,\N,\N,5
12763,526,223,3,5,\N,0.0,29,\N,\N,\N,3
12764,526,217,182,9,\N,0.0,25,\N,\N,\N,20
12765,526,219,4,8,\N,0.0,24,\N,\N,\N,5
12766,526,177,59,12,\N,0.0,20,\N,\N,\N,3
12767,526,175,1,22,\N,0.0,20,\N,\N,\N,5
12768,526,197,25,11,\N,0.0,18,\N,\N,\N,3
12769,526,207,32,17,\N,0.0,16,\N,\N,\N,6
12770,526,199,32,6,\N,0.0,6,\N,\N,\N,20
12771,526,172,27,4,\N,0.0,3,\N,\N,\N,20
12772,526,235,27,24,\N,0.0,2,\N,\N,\N,20
12773,526,152,51,18,\N,0.0,0,\N,\N,\N,20
12774,526,230,51,0,\N,0.0,0,\N,\N,\N,81
12775,526,200,21,0,\N,0.0,0,\N,\N,\N,81
12776,526,136,58,0,\N,0.0,0,\N,\N,\N,81
12777,526,212,62,0,\N,0.0,0,\N,\N,\N,81
12778,526,237,56,0,\N,0.0,0,\N,\N,\N,81
12779,526,232,60,0,\N,0.0,0,\N,\N,\N,81
12780,527,207,32,1,1,9.0,52,1:37:04.47,\N,\N,1
12781,527,182,34,5,2,6.0,52,+13.21,\N,\N,1
12782,527,221,25,10,3,4.0,52,+13.64,\N,\N,1
12783,527,231,1,6,4,3.0,52,+16.05,\N,\N,1
12784,527,238,32,3,5,2.0,52,+1:14.85,\N,\N,1
12785,527,175,1,9,6,1.0,52,+1:19.90,\N,\N,1
12786,527,199,6,2,7,0.0,52,+1:22.60,\N,\N,1
12787,527,203,6,7,8,0.0,52,+1:38.88,\N,\N,1
12788,527,224,56,17,9,0.0,52,+1:40.60,\N,\N,1
12789,527,222,59,15,10,0.0,52,+1:43.50,\N,\N,1
12790,527,200,54,13,11,0.0,52,+1:49.07,\N,\N,1
12791,527,197,54,11,12,0.0,51,\N,\N,\N,11
12792,527,239,1,24,13,0.0,51,\N,\N,\N,11
12793,527,202,25,23,14,0.0,51,\N,\N,\N,11
12794,527,223,58,16,15,0.0,51,\N,\N,\N,11
12795,527,172,27,8,16,0.0,50,\N,\N,\N,5
12796,527,233,58,18,17,0.0,50,\N,\N,\N,12
12797,527,230,63,12,18,0.0,50,\N,\N,\N,12
12798,527,187,34,4,\N,0.0,41,\N,\N,\N,5
12799,527,178,3,14,\N,0.0,36,\N,\N,\N,69
12800,527,240,57,21,\N,0.0,35,\N,\N,\N,99
12801,527,241,57,22,\N,0.0,28,\N,\N,\N,5
12802,527,232,60,20,\N,0.0,9,\N,\N,\N,24
12803,527,211,63,19,\N,0.0,4,\N,\N,\N,25
12804,527,212,32,0,\N,0.0,0,\N,\N,\N,81
12805,527,158,55,0,\N,0.0,0,\N,\N,\N,81
12806,527,242,64,0,\N,0.0,0,\N,\N,\N,81
12807,528,199,6,4,1,9.0,63,1:49:59.86,\N,\N,1
12808,528,224,56,7,2,6.0,63,+49.13,\N,\N,1
12809,528,182,34,10,3,4.0,63,+57.02,\N,\N,1
12810,528,207,32,3,4,3.0,63,+1:33.12,\N,\N,1
12811,528,223,58,15,5,2.0,62,\N,\N,\N,11
12812,528,202,25,19,6,1.0,62,\N,\N,\N,11
12813,528,200,54,20,7,0.0,62,\N,\N,\N,11
12814,528,187,34,21,8,0.0,61,\N,\N,\N,12
12815,528,172,27,14,9,0.0,61,\N,\N,\N,12
12816,528,119,21,18,10,0.0,59,\N,\N,\N,14
12817,528,178,3,8,11,0.0,58,\N,\N,\N,15
12818,528,212,32,22,\N,0.0,40,\N,\N,\N,68
12819,528,203,6,6,\N,0.0,35,\N,\N,\N,20
12820,528,175,1,5,\N,0.0,34,\N,\N,\N,20
12821,528,231,1,2,\N,0.0,25,\N,\N,\N,20
12822,528,233,58,9,\N,0.0,25,\N,\N,\N,69
12823,528,222,59,12,\N,0.0,16,\N,\N,\N,3
12824,528,238,32,1,\N,0.0,15,\N,\N,\N,4
12825,528,240,57,23,\N,0.0,13,\N,\N,\N,23
12826,528,239,1,13,\N,0.0,11,\N,\N,\N,25
12827,528,221,25,11,\N,0.0,8,\N,\N,\N,3
12828,528,211,63,24,\N,0.0,5,\N,\N,\N,3
12829,528,241,57,17,\N,0.0,0,\N,\N,\N,7
12830,528,197,54,16,\N,0.0,0,\N,\N,\N,54
12831,528,232,60,0,\N,0.0,0,\N,\N,\N,81
12832,528,158,55,0,\N,0.0,0,\N,\N,\N,81
12833,528,230,63,0,\N,0.0,0,\N,\N,\N,81
12834,528,242,64,0,\N,0.0,0,\N,\N,\N,81
12835,529,238,32,12,1,9.0,78,1:42:15.767,\N,\N,1
12836,529,221,25,11,2,6.0,78,+0.466,\N,\N,1
12837,529,187,34,10,3,4.0,78,+4.442,\N,\N,1
12838,529,178,3,18,4,3.0,78,+30.986,\N,\N,1
12839,529,172,27,13,5,2.0,78,+1:09.218,\N,\N,1
12840,529,202,25,14,6,1.0,77,\N,\N,\N,11
12841,529,207,32,2,7,0.0,77,\N,\N,\N,11
12842,529,197,54,17,8,0.0,77,\N,\N,\N,11
12843,529,243,21,22,9,0.0,77,\N,\N,\N,11
12844,529,212,32,21,10,0.0,77,\N,\N,\N,11
12845,529,239,1,20,11,0.0,76,\N,\N,\N,12
12846,529,230,63,19,12,0.0,76,\N,\N,\N,12
12847,529,119,21,7,\N,0.0,63,\N,\N,\N,5
12848,529,222,59,5,\N,0.0,59,\N,\N,\N,20
12849,529,175,1,4,\N,0.0,56,\N,\N,\N,3
12850,529,203,6,8,\N,0.0,55,\N,\N,\N,44
12851,529,199,6,9,\N,0.0,55,\N,\N,\N,20
12852,529,182,34,1,\N,0.0,52,\N,\N,\N,5
12853,529,211,63,23,\N,0.0,52,\N,\N,\N,5
12854,529,200,54,15,\N,0.0,43,\N,\N,\N,5
12855,529,232,60,26,\N,0.0,39,\N,\N,\N,22
12856,529,219,4,6,\N,0.0,38,\N,\N,\N,5
12857,529,177,55,24,\N,0.0,15,\N,\N,\N,8
12858,529,224,56,16,\N,0.0,9,\N,\N,\N,7
12859,529,158,64,25,\N,0.0,8,\N,\N,\N,44
12860,529,231,1,3,\N,0.0,5,\N,\N,\N,5
12861,529,163,65,0,\N,0.0,0,\N,\N,\N,81
12862,529,223,58,0,\N,0.0,0,\N,\N,\N,81
12863,529,241,57,0,\N,0.0,0,\N,\N,\N,81
12864,529,233,58,0,\N,0.0,0,\N,\N,\N,81
12865,530,199,6,1,1,9.0,80,1:52:01.301,\N,\N,1
12866,530,207,32,4,2,6.0,80,+11.061,\N,\N,1
12867,530,221,25,12,3,4.0,80,+28.951,\N,\N,1
12868,530,238,32,6,4,3.0,80,+45.603,\N,\N,1
12869,530,172,27,14,5,2.0,80,+1:22.884,\N,\N,1
12870,530,119,21,9,6,1.0,79,\N,\N,\N,11
12871,530,178,3,8,7,0.0,79,\N,\N,\N,11
12872,530,224,56,15,8,0.0,79,\N,\N,\N,11
12873,530,243,21,18,9,0.0,79,\N,\N,\N,11
12874,530,223,58,20,10,0.0,79,\N,\N,\N,11
12875,530,197,54,19,11,0.0,75,\N,\N,\N,15
12876,530,175,1,11,12,0.0,74,\N,\N,\N,3
12877,530,222,59,10,\N,0.0,59,\N,\N,\N,3
12878,530,230,63,17,\N,0.0,50,\N,\N,\N,7
12879,530,219,4,13,\N,0.0,43,\N,\N,\N,101
12880,530,203,6,2,\N,0.0,38,\N,\N,\N,3
12881,530,182,34,3,\N,0.0,27,\N,\N,\N,80
12882,530,202,25,22,\N,0.0,25,\N,\N,\N,6
12883,530,232,60,21,\N,0.0,17,\N,\N,\N,6
12884,530,200,54,16,\N,0.0,11,\N,\N,\N,23
12885,530,187,34,5,\N,0.0,9,\N,\N,\N,6
12886,530,231,1,7,\N,0.0,5,\N,\N,\N,3
12887,530,211,63,0,\N,0.0,0,\N,\N,\N,3
12888,530,233,58,0,\N,0.0,0,\N,\N,\N,3
12889,530,239,1,0,\N,0.0,0,\N,\N,\N,81
12890,530,241,57,0,\N,0.0,0,\N,\N,\N,81
12891,530,177,55,0,\N,0.0,0,\N,\N,\N,97
12892,530,212,32,0,\N,0.0,0,\N,\N,\N,97
12893,530,240,58,0,\N,0.0,0,\N,\N,\N,97
12894,530,206,64,0,\N,0.0,0,\N,\N,\N,97
12895,531,221,25,5,1,9.0,75,1:55:14.66,\N,\N,1
12896,531,182,34,3,2,6.0,75,+22.45,\N,\N,1
12897,531,222,59,9,3,4.0,75,+32.29,\N,\N,1
12898,531,187,34,2,4,3.0,75,+33.53,\N,\N,1
12899,531,202,25,13,5,2.0,75,+1:08.06,\N,\N,1
12900,531,119,21,14,6,1.0,75,+1:08.77,\N,\N,1
12901,531,175,1,11,7,0.0,74,\N,\N,\N,11
12902,531,199,6,1,8,0.0,74,\N,\N,\N,11
12903,531,224,56,20,9,0.0,74,\N,\N,\N,11
12904,531,219,4,12,10,0.0,71,\N,\N,\N,14
12905,531,207,32,4,11,0.0,69,\N,\N,\N,16
12906,531,203,6,8,\N,0.0,62,\N,\N,\N,3
12907,531,238,32,7,\N,0.0,56,\N,\N,\N,6
12908,531,231,1,6,\N,0.0,43,\N,\N,\N,64
12909,531,243,21,19,\N,0.0,38,\N,\N,\N,100
12910,531,178,3,10,\N,0.0,29,\N,\N,\N,44
12911,531,235,57,16,\N,0.0,27,\N,\N,\N,23
12912,531,233,58,17,\N,0.0,24,\N,\N,\N,3
12913,531,172,27,15,\N,0.0,13,\N,\N,\N,6
12914,531,211,63,18,\N,0.0,8,\N,\N,\N,7
12915,531,200,54,0,\N,0.0,0,\N,\N,\N,81
12916,531,223,58,0,\N,0.0,0,\N,\N,\N,81
12917,531,197,54,0,\N,0.0,0,\N,\N,\N,81
12918,531,230,63,0,\N,0.0,0,\N,\N,\N,81
12919,531,177,55,0,\N,0.0,0,\N,\N,\N,97
12920,531,206,64,0,\N,0.0,0,\N,\N,\N,97
12921,531,163,65,0,\N,0.0,0,\N,\N,\N,97
12922,531,212,32,0,\N,0.0,0,\N,\N,\N,97
12923,531,239,1,0,\N,0.0,0,\N,\N,\N,97
12924,531,232,60,0,\N,0.0,0,\N,\N,\N,97
12925,532,207,32,1,1,9.0,70,1:39:52.02,\N,\N,1
12926,532,238,32,7,2,6.0,70,+9.90,\N,\N,1
12927,532,199,6,2,3,4.0,70,+24.34,\N,\N,1
12928,532,203,6,4,4,3.0,70,+47.04,\N,\N,1
12929,532,172,27,14,5,2.0,69,\N,\N,\N,3
12930,532,202,25,23,6,1.0,69,\N,\N,\N,11
12931,532,239,1,24,7,0.0,69,\N,\N,\N,11
12932,532,152,1,21,8,0.0,69,\N,\N,\N,11
12933,532,163,65,19,9,0.0,68,\N,\N,\N,12
12934,532,178,3,11,10,0.0,68,\N,\N,\N,12
12935,532,200,54,16,11,0.0,68,\N,\N,\N,12
12936,532,235,57,22,12,0.0,64,\N,\N,\N,16
12937,532,230,63,12,13,0.0,63,\N,\N,\N,5
12938,532,233,58,10,\N,0.0,56,\N,\N,\N,20
12939,532,219,4,20,\N,0.0,56,\N,\N,\N,62
12940,532,222,59,5,\N,0.0,53,\N,\N,\N,20
12941,532,221,25,13,\N,0.0,51,\N,\N,\N,6
12942,532,223,58,18,\N,0.0,40,\N,\N,\N,7
12943,532,119,21,8,\N,0.0,31,\N,\N,\N,22
12944,532,243,21,17,\N,0.0,26,\N,\N,\N,20
12945,532,187,34,9,\N,0.0,18,\N,\N,\N,3
12946,532,182,34,3,\N,0.0,0,\N,\N,\N,3
12947,532,231,1,6,\N,0.0,0,\N,\N,\N,3
12948,532,224,56,15,\N,0.0,0,\N,\N,\N,3
12949,532,211,63,0,\N,0.0,0,\N,\N,\N,81
12950,532,206,64,0,\N,0.0,0,\N,\N,\N,81
12951,532,177,55,0,\N,0.0,0,\N,\N,\N,81
12952,532,244,54,0,\N,0.0,0,\N,\N,\N,81
12953,532,212,32,0,\N,0.0,0,\N,\N,\N,97
12954,532,232,60,0,\N,0.0,0,\N,\N,\N,97
12955,533,207,32,1,1,9.0,75,1:41:47.06,\N,\N,1
12956,533,238,32,2,2,6.0,75,+19.56,\N,\N,1
12957,533,172,27,10,3,4.0,75,+37.24,\N,\N,1
12958,533,222,59,9,4,3.0,75,+1:00.06,\N,\N,1
12959,533,187,34,7,5,2.0,75,+1:05.93,\N,\N,1
12960,533,231,1,4,6,1.0,74,\N,\N,\N,11
12961,533,230,63,16,7,0.0,74,\N,\N,\N,11
12962,533,178,3,18,8,0.0,74,\N,\N,\N,11
12963,533,200,54,17,9,0.0,74,\N,\N,\N,11
12964,533,203,6,5,10,0.0,74,\N,\N,\N,11
12965,533,211,63,23,11,0.0,73,\N,\N,\N,12
12966,533,202,25,13,12,0.0,71,\N,\N,\N,14
12967,533,219,4,11,13,0.0,71,\N,\N,\N,14
12968,533,243,21,19,14,0.0,71,\N,\N,\N,14
12969,533,223,58,22,15,0.0,67,\N,\N,\N,106
12970,533,235,57,21,\N,0.0,64,\N,\N,\N,5
12971,533,224,56,15,\N,0.0,62,\N,\N,\N,37
12972,533,199,6,3,\N,0.0,57,\N,\N,\N,3
12973,533,182,34,6,\N,0.0,56,\N,\N,\N,5
12974,533,221,25,12,\N,0.0,51,\N,\N,\N,5
12975,533,233,58,24,\N,0.0,45,\N,\N,\N,22
12976,533,119,21,8,\N,0.0,21,\N,\N,\N,5
12977,533,212,32,20,\N,0.0,21,\N,\N,\N,43
12978,533,175,1,14,\N,0.0,16,\N,\N,\N,20
12979,533,232,60,0,\N,0.0,0,\N,\N,\N,81
12980,533,239,1,0,\N,0.0,0,\N,\N,\N,81
12981,533,208,1,0,\N,0.0,0,\N,\N,\N,81
12982,533,244,54,0,\N,0.0,0,\N,\N,\N,81
12983,533,177,55,0,\N,0.0,0,\N,\N,\N,97
12984,534,182,34,3,1,9.0,70,1:41:00.606,\N,\N,1
12985,534,119,21,5,2,6.0,70,+34.019,\N,\N,1
12986,534,238,32,4,3,4.0,70,+34.105,\N,\N,1
12987,534,175,1,15,4,3.0,69,\N,\N,\N,11
12988,534,223,58,16,5,2.0,69,\N,\N,\N,11
12989,534,224,56,13,6,1.0,69,\N,\N,\N,11
12990,534,172,27,11,7,0.0,69,\N,\N,\N,11
12991,534,231,1,14,8,0.0,69,\N,\N,\N,11
12992,534,203,6,7,9,0.0,69,\N,\N,\N,11
12993,534,199,6,8,10,0.0,69,\N,\N,\N,11
12994,534,233,58,20,11,0.0,68,\N,\N,\N,12
12995,534,212,32,21,12,0.0,68,\N,\N,\N,12
12996,534,200,54,19,13,0.0,68,\N,\N,\N,12
12997,534,243,21,24,14,0.0,67,\N,\N,\N,13
12998,534,177,54,23,15,0.0,63,\N,\N,\N,17
12999,534,232,60,22,\N,0.0,62,\N,\N,\N,18
13000,534,207,32,1,\N,0.0,46,\N,\N,\N,5
13001,534,178,3,9,\N,0.0,46,\N,\N,\N,36
13002,534,221,25,12,\N,0.0,42,\N,\N,\N,22
13003,534,219,4,10,\N,0.0,28,\N,\N,\N,5
13004,534,187,34,2,\N,0.0,19,\N,\N,\N,20
13005,534,222,59,6,\N,0.0,16,\N,\N,\N,25
13006,534,202,25,17,\N,0.0,8,\N,\N,\N,3
13007,534,230,63,18,\N,0.0,7,\N,\N,\N,3
13008,534,211,63,0,\N,0.0,0,\N,\N,\N,81
13009,534,239,1,0,\N,0.0,0,\N,\N,\N,81
13010,534,235,57,0,\N,0.0,0,\N,\N,\N,81
13011,535,207,32,2,1,9.0,54,1:38:51.92,\N,\N,1
13012,535,238,32,5,2,6.0,54,+2.93,\N,\N,1
13013,535,231,1,4,3,4.0,54,+19.8,\N,\N,1
13014,535,187,34,1,4,3.0,54,+36.88,\N,\N,1
13015,535,178,3,14,5,2.0,54,+41.81,\N,\N,1
13016,535,222,59,7,6,1.0,54,+54.53,\N,\N,1
13017,535,172,27,10,7,0.0,54,+54.74,\N,\N,1
13018,535,119,21,12,8,0.0,54,+1:24.88,\N,\N,1
13019,535,175,1,6,9,0.0,54,+1:27.06,\N,\N,1
13020,535,202,25,16,10,0.0,54,+1:29.98,\N,\N,1
13021,535,233,58,20,11,0.0,53,\N,\N,\N,11
13022,535,203,6,9,12,0.0,53,\N,\N,\N,11
13023,535,200,54,25,13,0.0,53,\N,\N,\N,11
13024,535,163,65,18,14,0.0,53,\N,\N,\N,11
13025,535,243,21,21,15,0.0,53,\N,\N,\N,11
13026,535,177,54,26,16,0.0,52,\N,\N,\N,12
13027,535,230,63,19,17,0.0,52,\N,\N,\N,12
13028,535,199,6,8,18,0.0,49,\N,\N,\N,15
13029,535,239,1,24,\N,0.0,45,\N,\N,\N,5
13030,535,224,56,15,\N,0.0,43,\N,\N,\N,22
13031,535,211,63,23,\N,0.0,40,\N,\N,\N,5
13032,535,152,1,22,\N,0.0,28,\N,\N,\N,5
13033,535,182,34,3,\N,0.0,10,\N,\N,\N,5
13034,535,221,25,13,\N,0.0,10,\N,\N,\N,5
13035,535,223,58,17,\N,0.0,4,\N,\N,\N,10
13036,535,219,4,11,\N,0.0,1,\N,\N,\N,5
13037,535,232,60,0,\N,0.0,0,\N,\N,\N,81
13038,535,206,57,0,\N,0.0,0,\N,\N,\N,81
13039,535,212,32,0,\N,0.0,0,\N,\N,\N,81
13040,536,199,6,8,1,9.0,76,1:42:12.39,\N,\N,1
13041,536,182,34,4,2,6.0,76,+1.23,\N,\N,1
13042,536,187,34,9,3,4.0,76,+37.25,\N,\N,1
13043,536,221,25,10,4,3.0,76,+1:13.27,\N,\N,1
13044,536,233,58,18,5,2.0,75,\N,\N,\N,11
13045,536,175,1,20,6,1.0,75,\N,\N,\N,11
13046,536,152,1,16,7,0.0,75,\N,\N,\N,11
13047,536,239,1,24,8,0.0,75,\N,\N,\N,11
13048,536,230,63,25,9,0.0,75,\N,\N,\N,11
13049,536,172,27,7,10,0.0,73,\N,\N,\N,13
13050,536,200,54,26,\N,0.0,65,\N,\N,\N,45
13051,536,177,54,22,\N,0.0,59,\N,\N,\N,22
13052,536,223,58,17,\N,0.0,49,\N,\N,\N,6
13053,536,219,4,12,\N,0.0,46,\N,\N,\N,101
13054,536,119,21,5,\N,0.0,40,\N,\N,\N,22
13055,536,202,25,19,\N,0.0,40,\N,\N,\N,6
13056,536,222,59,3,\N,0.0,36,\N,\N,\N,6
13057,536,224,56,11,\N,0.0,32,\N,\N,\N,5
13058,536,232,60,23,\N,0.0,32,\N,\N,\N,69
13059,536,206,57,15,\N,0.0,30,\N,\N,\N,36
13060,536,207,32,2,\N,0.0,28,\N,\N,\N,5
13061,536,178,3,6,\N,0.0,26,\N,\N,\N,7
13062,536,203,6,13,\N,0.0,19,\N,\N,\N,7
13063,536,212,32,21,\N,0.0,15,\N,\N,\N,6
13064,536,231,1,14,\N,0.0,7,\N,\N,\N,3
13065,536,238,32,1,\N,0.0,6,\N,\N,\N,69
13066,536,211,63,0,\N,0.0,0,\N,\N,\N,81
13067,536,243,21,0,\N,0.0,0,\N,\N,\N,81
13068,536,209,57,0,\N,0.0,0,\N,\N,\N,81
13069,536,245,1,0,\N,0.0,0,\N,\N,\N,81
13070,537,207,32,1,1,9.0,45,1:28:00.90,\N,\N,1
13071,537,222,59,4,2,6.0,45,+15.35,\N,\N,1
13072,537,172,27,7,3,4.0,45,+28.01,\N,\N,1
13073,537,224,56,10,4,3.0,45,+36.88,\N,\N,1
13074,537,202,25,16,5,2.0,45,+57.26,\N,\N,1
13075,537,212,32,18,6,1.0,45,+1:37.86,\N,\N,1
13076,537,187,34,5,7,0.0,45,+1:39.53,\N,\N,1
13077,537,203,6,15,8,0.0,45,+1:56.87,\N,\N,1
13078,537,119,21,14,9,0.0,44,\N,\N,\N,11
13079,537,177,59,19,10,0.0,42,\N,\N,\N,13
13080,537,229,57,17,11,0.0,41,\N,\N,\N,5
13081,537,243,21,23,\N,0.0,42,\N,\N,\N,2
13082,537,238,32,2,\N,0.0,36,\N,\N,\N,6
13083,537,231,1,8,\N,0.0,34,\N,\N,\N,2
13084,537,178,3,6,\N,0.0,31,\N,\N,\N,69
13085,537,137,57,21,\N,0.0,31,\N,\N,\N,5
13086,537,230,63,20,\N,0.0,24,\N,\N,\N,69
13087,537,175,1,11,\N,0.0,16,\N,\N,\N,3
13088,537,199,6,12,\N,0.0,14,\N,\N,\N,69
13089,537,182,34,3,\N,0.0,11,\N,\N,\N,5
13090,537,219,4,9,\N,0.0,5,\N,\N,\N,5
13091,537,200,54,22,\N,0.0,1,\N,\N,\N,3
13092,537,233,58,24,\N,0.0,1,\N,\N,\N,3
13093,537,221,25,13,\N,0.0,0,\N,\N,\N,3
13094,537,223,58,0,\N,0.0,0,\N,\N,\N,81
13095,537,197,54,0,\N,0.0,0,\N,\N,\N,81
13096,537,211,63,0,\N,0.0,0,\N,\N,\N,81
13097,537,232,60,0,\N,0.0,0,\N,\N,\N,81
13098,537,163,65,0,\N,0.0,0,\N,\N,\N,97
13099,537,239,1,0,\N,0.0,0,\N,\N,\N,97
13100,538,238,32,1,1,9.0,54,1:41:21.57,\N,\N,1
13101,538,221,25,14,2,6.0,54,+47.44,\N,\N,1
13102,538,203,6,11,3,4.0,54,+1:39.76,\N,\N,1
13103,538,224,56,6,4,3.0,53,\N,\N,\N,11
13104,538,172,27,5,5,2.0,53,\N,\N,\N,11
13105,538,230,63,21,6,1.0,53,\N,\N,\N,11
13106,538,187,34,10,7,0.0,53,\N,\N,\N,11
13107,538,239,1,17,8,0.0,52,\N,\N,\N,12
13108,538,163,65,26,9,0.0,52,\N,\N,\N,12
