raceID,year,circuitID,name,date,start_time(UTC),humidity,precip,windspeed,temp,pressure
33,2008,16,Japanese Grand Prix,2008-10-12,4:30:00,92.63666666666666,0.0,2.733333333333333,25.9,1010.2666666666668
34,2008,17,Chinese Grand Prix,2008-10-19,7:00:00,88.40666666666668,0.0,7.733333333333333,23.23333333333333,1019.6666666666666
35,2008,18,Brazilian Grand Prix,2008-11-02,17:00:00,77.79,0.0,12.2,23.333333333333332,1015.7666666666668
36,2007,1,Australian Grand Prix,2007-03-18,3:00:00,77.48,0.0,7.866666666666667,11.666666666666666,1020.3333333333334
37,2007,2,Malaysian Grand Prix,2007-04-08,7:00:00,90.72,0.0,1.2,25.26666666666667,1010.0333333333332
38,2007,3,Bahrain Grand Prix,2007-04-15,11:30:00,,,,,
39,2007,4,Spanish Grand Prix,2007-05-13,12:00:00,16.040000000000003,0.0,4.233333333333333,28.133333333333336,1018.1
40,2007,6,Monaco Grand Prix,2007-05-27,12:00:00,73.69666666666667,0.0,17.733333333333334,20.666666666666668,1002.7333333333332
41,2007,7,Canadian Grand Prix,2007-06-10,17:00:00,50.89333333333334,0.0,5.0,25.7,1016.2999999999998
42,2007,19,United States Grand Prix,2007-06-17,17:00:00,40.413333333333334,0.0,8.566666666666666,31.6,1015.2666666666668
43,2007,8,French Grand Prix,2007-07-01,12:00:00,71.78333333333335,0.089,11.7,21.1,1011.5666666666666
44,2007,9,British Grand Prix,2007-07-08,12:00:00,54.36666666666667,0.0,11.966666666666669,18.666666666666668,1016.7333333333332
45,2007,20,European Grand Prix,2007-07-22,12:00:00,57.47666666666667,1.0,21.633333333333336,17.4,1014.0333333333332
46,2007,11,Hungarian Grand Prix,2007-08-05,12:00:00,42.36666666666667,0.0,15.5,25.233333333333334,1016.5666666666666
47,2007,5,Turkish Grand Prix,2007-08-26,12:00:00,58.93333333333333,0.0,15.6,29.3,1013.9
48,2007,14,Italian Grand Prix,2007-09-09,12:00:00,52.48666666666667,0.0,3.3000000000000003,23.833333333333332,1013.3
49,2007,13,Belgian Grand Prix,2007-09-16,12:00:00,62.56333333333333,0.0,13.366666666666667,17.900000000000002,0.0
50,2007,16,Japanese Grand Prix,2007-09-30,4:30:00,93.58666666666666,0.0,10.9,25.3,1005.5
51,2007,17,Chinese Grand Prix,2007-10-07,6:00:00,85.12333333333333,0.0,17.46666666666667,26.866666666666664,1006.5666666666666
52,2007,18,Brazilian Grand Prix,2007-10-21,16:00:00,24.61,0.0,13.3,34.199999999999996,1011.3
53,2006,3,Bahrain Grand Prix,2006-03-12,14:30:00,,,,,
54,2006,2,Malaysian Grand Prix,2006-03-19,15:00:00,68.17333333333333,0.0,10.0,30.3,1005.7666666666668
55,2006,1,Australian Grand Prix,2006-04-02,14:00:00,47.25666666666667,0.0,20.333333333333332,15.566666666666668,1015.9
56,2006,21,San Marino Grand Prix,2006-04-23,14:00:00,30.106666666666666,0.0,10.0,24.9,1013.6333333333332
57,2006,20,European Grand Prix,2006-05-07,14:00:00,36.02333333333333,0.0,19.833333333333332,19.333333333333332,1017.8666666666668
58,2006,4,Spanish Grand Prix,2006-05-14,14:00:00,28.963333333333335,0.0,11.833333333333334,19.4,1026.2333333333331
59,2006,6,Monaco Grand Prix,2006-05-28,14:00:00,75.51,0.0,11.3,20.9,1016.2333333333332
60,2006,9,British Grand Prix,2006-06-11,12:00:00,56.17666666666667,0.0,13.266666666666666,24.333333333333332,1020.8666666666668
61,2006,7,Canadian Grand Prix,2006-06-25,13:00:00,34.89,0.0,6.166666666666667,26.600000000000005,1020.2333333333332
62,2006,19,United States Grand Prix,2006-07-02,14:00:00,44.99,0.0,20.666666666666668,31.833333333333332,1019.3
63,2006,8,French Grand Prix,2006-07-16,14:00:00,38.51666666666667,0.0,5.8999999999999995,32.2,1020.7
64,2006,10,German Grand Prix,2006-07-30,14:00:00,37.67,0.0,13.0,30.100000000000005,1012.9666666666668
65,2006,11,Hungarian Grand Prix,2006-08-06,14:00:00,82.27333333333333,1.559,14.666666666666666,18.233333333333334,1009.1
66,2006,5,Turkish Grand Prix,2006-08-27,15:00:00,35.1,0.0,13.233333333333334,31.433333333333337,1007.5666666666666
67,2006,14,Italian Grand Prix,2006-09-10,14:00:00,39.556666666666665,0.0,6.5,25.566666666666663,1024.3666666666666
68,2006,17,Chinese Grand Prix,2006-10-01,14:00:00,87.63333333333333,1.0,9.566666666666668,20.4,1014.7666666666668
69,2006,22,Japanese Grand Prix,2006-10-08,14:00:00,75.17333333333333,0.0,14.066666666666665,21.066666666666663,1019.7999999999998
70,2006,18,Brazilian Grand Prix,2006-10-22,14:00:00,49.56666666666666,0.0,13.166666666666666,22.0,1018.9
71,2005,1,Australian Grand Prix,2005-03-06,14:00:00,54.60666666666666,0.0,16.566666666666666,17.066666666666666,1022.9333333333334
72,2005,2,Malaysian Grand Prix,2005-03-20,15:00:00,54.75,0.0,13.6,33.199999999999996,1006.7666666666668
73,2005,3,Bahrain Grand Prix,2005-04-03,14:30:00,,,,,
74,2005,21,San Marino Grand Prix,2005-04-24,14:00:00,62.120000000000005,0.0,16.133333333333333,16.733333333333334,1016.5666666666666
75,2005,4,Spanish Grand Prix,2005-05-08,14:00:00,27.41333333333333,0.0,27.366666666666664,19.133333333333333,1011.5
76,2005,6,Monaco Grand Prix,2005-05-22,14:00:00,73.89999999999999,0.0,25.433333333333337,19.566666666666663,1013.8666666666668
77,2005,20,European Grand Prix,2005-05-29,14:00:00,53.296666666666674,0.0,10.566666666666666,24.03333333333333,1019.5333333333332
78,2005,7,Canadian Grand Prix,2005-06-12,13:00:00,61.66,0.0,8.233333333333333,29.866666666666664,1011.2
79,2005,19,United States Grand Prix,2005-06-19,14:00:00,50.18,0.0,12.666666666666666,22.933333333333337,1021.4
80,2005,8,French Grand Prix,2005-07-03,14:00:00,44.69,0.0,6.633333333333333,28.7,1015.9
81,2005,9,British Grand Prix,2005-07-10,14:00:00,45.01666666666667,0.0,15.4,27.0,1029.9333333333334
82,2005,10,German Grand Prix,2005-07-24,14:00:00,55.473333333333336,0.0,13.0,22.100000000000005,1009.0
83,2005,11,Hungarian Grand Prix,2005-07-31,14:00:00,47.026666666666664,0.0,8.6,32.46666666666667,1009.4666666666668
84,2005,5,Turkish Grand Prix,2005-08-21,15:00:00,64.89999999999999,0.786,16.966666666666665,25.46666666666667,1013.3
85,2005,14,Italian Grand Prix,2005-09-04,14:00:00,51.65333333333333,0.0,7.733333333333333,26.566666666666663,1021.5666666666666
86,2005,13,Belgian Grand Prix,2005-09-11,14:00:00,98.72666666666667,2.28,7.233333333333333,14.5,673.8666666666667
87,2005,18,Brazilian Grand Prix,2005-09-25,14:00:00,77.48,0.0,12.966666666666669,20.5,1014.9
88,2005,22,Japanese Grand Prix,2005-10-09,14:00:00,80.41000000000001,0.0,17.5,21.866666666666664,1018.7999999999998
89,2005,17,Chinese Grand Prix,2005-10-16,14:00:00,26.36,0.0,5.833333333333333,23.433333333333337,1016.3
90,2004,1,Australian Grand Prix,2004-03-07,6:00:00,87.68,0.0,15.1,13.866666666666667,1008.6
91,2004,2,Malaysian Grand Prix,2004-03-21,15:00:00,59.626666666666665,0.0,17.3,33.5,1005.7666666666668
92,2004,3,Bahrain Grand Prix,2004-04-04,15:00:00,,,,,
93,2004,21,San Marino Grand Prix,2004-04-25,13:00:00,50.56,0.0,17.166666666666668,15.833333333333334,1016.2666666666668
94,2004,4,Spanish Grand Prix,2004-05-09,13:00:00,14.413333333333334,0.0,18.1,26.666666666666668,1012.9666666666668
95,2004,6,Monaco Grand Prix,2004-05-23,13:00:00,66.05,0.0,17.066666666666666,19.266666666666666,1014.4
96,2004,20,European Grand Prix,2004-05-30,13:00:00,34.96,0.0,10.433333333333334,20.3,1020.6666666666666
97,2004,7,Canadian Grand Prix,2004-06-13,17:00:00,44.2,0.0,8.233333333333333,24.366666666666664,1014.3
98,2004,19,United States Grand Prix,2004-06-20,13:00:00,47.02333333333333,0.0,6.266666666666667,22.233333333333334,1019.4
99,2004,8,French Grand Prix,2004-07-04,13:00:00,37.78333333333334,0.0,14.133333333333333,24.0,1016.1333333333332
100,2004,9,British Grand Prix,2004-07-11,14:00:00,62.52,0.0,14.866666666666667,15.733333333333334,1012.6333333333332
101,2004,10,German Grand Prix,2004-07-25,13:00:00,38.31,0.0,17.666666666666668,24.26666666666667,1018.6666666666666
102,2004,11,Hungarian Grand Prix,2004-08-15,13:00:00,55.03666666666666,0.0,7.133333333333333,23.100000000000005,1016.9
103,2004,13,Belgian Grand Prix,2004-08-29,13:00:00,66.51333333333334,0.0,14.633333333333333,16.133333333333333,1013.5666666666666
104,2004,14,Italian Grand Prix,2004-09-12,13:00:00,81.63333333333333,5.627,4.966666666666666,19.733333333333334,1017.9333333333334
105,2004,17,Chinese Grand Prix,2004-09-26,6:00:00,81.52333333333333,0.0,8.266666666666667,21.5,1017.5
106,2004,22,Japanese Grand Prix,2004-10-10,6:00:00,67.53666666666666,0.0,10.066666666666666,19.033333333333335,1014.9
107,2004,18,Brazilian Grand Prix,2004-10-24,16:00:00,74.86,0.0,15.933333333333335,22.666666666666668,1011.9
108,2003,1,Australian Grand Prix,2003-03-09,6:00:00,80.92333333333333,0.0,19.7,15.866666666666667,1020.0
109,2003,2,Malaysian Grand Prix,2003-03-23,15:00:00,58.843333333333334,0.0,14.5,33.4,1007.1
110,2003,18,Brazilian Grand Prix,2003-04-06,16:00:00,90.58666666666666,0.0,7.933333333333334,20.633333333333333,1013.8666666666668
111,2003,21,San Marino Grand Prix,2003-04-20,13:00:00,67.47666666666667,0.0,19.166666666666668,16.1,1014.8666666666668
112,2003,4,Spanish Grand Prix,2003-05-04,13:00:00,28.793333333333333,0.0,23.4,15.5,1001.9
113,2003,70,Austrian Grand Prix,2003-05-18,13:00:00,47.07666666666666,0.0,8.6,20.0,1018.0
114,2003,6,Monaco Grand Prix,2003-06-01,13:00:00,79.98333333333333,0.0,9.733333333333333,21.6,1012.8333333333334
115,2003,7,Canadian Grand Prix,2003-06-15,17:00:00,51.26,0.0,10.966666666666669,18.366666666666667,1018.8666666666668
116,2003,20,European Grand Prix,2003-06-29,13:00:00,38.913333333333334,0.0,7.266666666666667,24.03333333333333,673.4666666666667
117,2003,8,French Grand Prix,2003-07-06,13:00:00,45.00333333333333,0.0,6.133333333333334,22.566666666666663,1020.1
118,2003,9,British Grand Prix,2003-07-20,14:00:00,42.306666666666665,0.0,22.166666666666668,22.566666666666663,1011.8
119,2003,10,German Grand Prix,2003-08-03,13:00:00,35.913333333333334,0.0,5.933333333333333,33.36666666666667,1020.2666666666668
120,2003,11,Hungarian Grand Prix,2003-08-24,13:00:00,36.43333333333333,0.0,22.6,28.5,1012.9
121,2003,14,Italian Grand Prix,2003-09-14,13:00:00,42.47666666666667,0.0,8.633333333333333,24.866666666666664,1023.8333333333334
122,2003,19,United States Grand Prix,2003-09-28,13:00:00,72.72333333333334,1.8,19.266666666666666,12.333333333333334,1013.5333333333332
123,2003,22,Japanese Grand Prix,2003-10-12,6:00:00,92.79666666666668,0.0,12.6,13.699999999999998,1021.5333333333332
124,2002,1,Australian Grand Prix,2002-03-03,6:00:00,94.70333333333332,0.0,7.566666666666666,12.866666666666667,1018.3333333333334
125,2002,2,Malaysian Grand Prix,2002-03-17,15:00:00,64.87333333333333,0.0,13.266666666666666,32.1,1006.9333333333334
126,2002,18,Brazilian Grand Prix,2002-03-31,16:00:00,42.1,0.0,13.733333333333334,29.233333333333334,1017.1333333333332
127,2002,21,San Marino Grand Prix,2002-04-14,13:00:00,58.00666666666666,0.0,9.3,16.866666666666667,1004.0666666666666
128,2002,4,Spanish Grand Prix,2002-04-28,13:00:00,16.826666666666664,0.0,6.266666666666666,19.666666666666668,1015.3333333333334
129,2002,70,Austrian Grand Prix,2002-05-12,13:00:00,43.76666666666667,0.0,7.266666666666667,21.666666666666668,1011.6666666666666
130,2002,6,Monaco Grand Prix,2002-05-26,13:00:00,60.92666666666667,0.0,16.433333333333334,21.166666666666668,1008.5666666666666
131,2002,7,Canadian Grand Prix,2002-06-09,17:00:00,43.30666666666667,0.0,13.8,21.066666666666663,1016.0
132,2002,20,European Grand Prix,2002-06-23,13:00:00,49.79,0.7,5.966666666666666,21.2,1021.6666666666666
133,2002,9,British Grand Prix,2002-07-07,14:00:00,77.10333333333334,0.0,15.733333333333334,18.033333333333335,1013.2
134,2002,8,French Grand Prix,2002-07-21,13:00:00,45.76,0.0,12.633333333333333,22.766666666666666,1017.3333333333334
135,2002,10,German Grand Prix,2002-07-28,13:00:00,39.05,0.0,15.533333333333331,28.7,1018.9
136,2002,11,Hungarian Grand Prix,2002-08-18,13:00:00,43.94,0.0,11.466666666666669,28.233333333333334,1014.9
137,2002,13,Belgian Grand Prix,2002-09-01,13:00:00,64.51666666666667,0.0,12.066666666666668,14.133333333333333,1029.4333333333334
138,2002,14,Italian Grand Prix,2002-09-15,13:00:00,54.20333333333334,0.0,6.333333333333333,23.733333333333334,1010.4333333333334
139,2002,19,United States Grand Prix,2002-09-29,13:00:00,56.2,0.0,13.666666666666666,25.600000000000005,1020.4333333333334
140,2002,22,Japanese Grand Prix,2002-10-13,6:00:00,83.48666666666666,0.0,6.933333333333334,19.633333333333333,1018.4666666666666
141,2001,1,Australian Grand Prix,2001-03-04,6:00:00,89.57333333333334,0.0,11.833333333333334,18.0,1017.9666666666668
142,2001,2,Malaysian Grand Prix,2001-03-18,15:00:00,73.05333333333333,0.0,13.8,29.733333333333334,1007.4333333333334
143,2001,18,Brazilian Grand Prix,2001-04-01,16:00:00,78.61999999999999,0.0,17.73333333333333,22.46666666666667,1016.5
144,2001,21,San Marino Grand Prix,2001-04-15,13:00:00,31.64,0.0,13.533333333333331,14.733333333333334,1014.3666666666668
145,2001,4,Spanish Grand Prix,2001-04-29,13:00:00,16.366666666666667,0.0,11.166666666666666,24.133333333333336,1013.5333333333332
146,2001,70,Austrian Grand Prix,2001-05-13,13:00:00,40.02,0.0,6.5,18.333333333333332,1015.9666666666668
147,2001,6,Monaco Grand Prix,2001-05-27,13:00:00,67.24333333333334,0.0,11.3,23.8,1023.0
148,2001,7,Canadian Grand Prix,2001-06-10,17:00:00,36.65,0.0,5.933333333333334,26.03333333333333,1007.2333333333332
149,2001,20,European Grand Prix,2001-06-24,13:00:00,43.026666666666664,0.0,11.533333333333331,22.8,681.7666666666667
150,2001,8,French Grand Prix,2001-07-01,13:00:00,45.076666666666675,0.0,12.3,23.6,1027.4666666666665
151,2001,9,British Grand Prix,2001-07-15,14:00:00,48.14666666666667,0.0,12.466666666666669,16.766666666666666,1015.4666666666668
152,2001,10,German Grand Prix,2001-07-29,13:00:00,54.79333333333333,0.0,10.933333333333332,28.566666666666663,1021.3333333333334
153,2001,11,Hungarian Grand Prix,2001-08-19,13:00:00,41.89333333333334,0.0,10.5,31.166666666666668,1012.2333333333332
154,2001,13,Belgian Grand Prix,2001-09-02,13:00:00,77.84666666666666,0.285,15.6,14.8,1016.3666666666668
155,2001,14,Italian Grand Prix,2001-09-16,13:00:00,48.51333333333333,0.0,7.033333333333334,21.633333333333336,1007.1333333333332
156,2001,19,United States Grand Prix,2001-09-30,13:00:00,44.98333333333333,0.0,14.7,21.133333333333336,1025.2
157,2001,22,Japanese Grand Prix,2001-10-14,6:00:00,83.54333333333334,0.0,7.933333333333334,16.5,1021.0666666666666
158,2000,1,Australian Grand Prix,2000-03-12,6:00:00,88.32000000000001,0.0,7.466666666666666,16.76666666666667,1015.5666666666666
159,2000,18,Brazilian Grand Prix,2000-03-26,16:00:00,80.83,0.0,12.133333333333333,22.333333333333332,1015.7999999999998
160,2000,21,San Marino Grand Prix,2000-04-09,13:00:00,49.403333333333336,0.0,13.066666666666668,15.933333333333332,1013.2333333333332
161,2000,9,British Grand Prix,2000-04-23,14:00:00,60.56666666666666,0.0,10.166666666666666,13.1,1009.7333333333332
162,2000,4,Spanish Grand Prix,2000-05-07,13:00:00,15.21,0.0,14.3,27.266666666666666,1006.1
163,2000,20,European Grand Prix,2000-05-21,13:00:00,77.13,0.5,10.233333333333334,9.766666666666667,0.0
164,2000,6,Monaco Grand Prix,2000-06-04,13:00:00,71.67666666666666,0.0,11.933333333333332,24.8,1019.1666666666666
165,2000,7,Canadian Grand Prix,2000-06-18,17:00:00,72.06666666666666,0.0,3.0666666666666664,14.1,1019.7666666666668
166,2000,8,French Grand Prix,2000-07-02,13:00:00,53.36333333333334,0.0,14.8,27.7,1008.7666666666668
167,2000,70,Austrian Grand Prix,2000-07-16,13:00:00,44.21,0.035,17.233333333333334,17.766666666666666,1009.3666666666668
168,2000,10,German Grand Prix,2000-07-30,13:00:00,63.73,0.0,8.933333333333334,21.1,1023.1
169,2000,11,Hungarian Grand Prix,2000-08-13,13:00:00,32.82333333333333,0.0,7.6,32.166666666666664,677.2666666666667
170,2000,13,Belgian Grand Prix,2000-08-27,13:00:00,93.71666666666664,8.339,12.0,15.066666666666665,1015.4333333333334
171,2000,14,Italian Grand Prix,2000-09-10,13:00:00,45.71666666666667,0.0,6.1000000000000005,25.833333333333332,1021.3
172,2000,19,United States Grand Prix,2000-09-24,13:00:00,86.27,0.0,19.533333333333335,13.666666666666666,1014.9
173,2000,22,Japanese Grand Prix,2000-10-08,6:00:00,79.58,0.0,16.433333333333334,17.366666666666667,1022.3333333333334
174,2000,2,Malaysian Grand Prix,2000-10-22,15:00:00,71.64,7.9,7.066666666666666,30.46666666666667,1006.1
175,1999,1,Australian Grand Prix,1999-03-07,6:00:00,90.16,0.0,15.766666666666667,15.233333333333334,339.03333333333336
176,1999,18,Brazilian Grand Prix,1999-04-11,16:00:00,56.96666666666667,0.0,17.833333333333332,23.8,338.90000000000003
177,1999,21,San Marino Grand Prix,1999-05-02,13:00:00,61.46,0.0,12.3,22.866666666666664,0.0
178,1999,6,Monaco Grand Prix,1999-05-16,13:00:00,71.12333333333333,0.0,16.266666666666666,21.1,1011.1333333333332
179,1999,4,Spanish Grand Prix,1999-05-30,13:00:00,30.516666666666666,0.0,12.566666666666668,23.8,1010.0666666666666
180,1999,7,Canadian Grand Prix,1999-06-13,17:00:00,39.843333333333334,0.0,17.5,30.266666666666666,1016.9
181,1999,8,French Grand Prix,1999-06-27,13:00:00,78.94333333333333,4.812,12.866666666666667,18.5,1007.6666666666666
182,1999,9,British Grand Prix,1999-07-11,14:00:00,47.916666666666664,0.0,26.633333333333336,24.53333333333333,1021.9666666666668
183,1999,70,Austrian Grand Prix,1999-07-25,13:00:00,64.17333333333333,0.0,4.8,19.666666666666668,338.96666666666664
184,1999,10,German Grand Prix,1999-08-01,13:00:00,28.83,0.0,13.7,28.26666666666667,677.5
185,1999,11,Hungarian Grand Prix,1999-08-15,13:00:00,52.65,0.0,13.166666666666666,25.03333333333333,1010.2666666666668
186,1999,13,Belgian Grand Prix,1999-08-29,13:00:00,60.43333333333334,0.0,13.166666666666666,18.933333333333337,1020.2666666666668
187,1999,14,Italian Grand Prix,1999-09-12,13:00:00,53.84,0.0,4.666666666666667,27.2,677.4
188,1999,20,European Grand Prix,1999-09-26,13:00:00,80.88666666666667,0.0,13.4,14.6,1007.9
189,1999,2,Malaysian Grand Prix,1999-10-17,15:00:00,64.09,0.0,10.9,30.933333333333337,0.0
190,1999,22,Japanese Grand Prix,1999-10-31,6:00:00,85.24333333333334,0.0,20.533333333333335,16.3,340.6333333333333
191,1998,1,Australian Grand Prix,1998-03-08,6:00:00,87.52666666666669,0.0,8.933333333333332,9.2,1024.4333333333334
192,1998,18,Brazilian Grand Prix,1998-03-29,16:00:00,82.58666666666666,0.0,16.0,22.333333333333332,675.9333333333333
193,1998,25,Argentine Grand Prix,1998-04-12,11:00:00,95.08666666666666,0.0,30.399999999999995,19.1,1013.9333333333334
194,1998,21,San Marino Grand Prix,1998-04-26,13:00:00,55.403333333333336,0.0,14.166666666666666,23.0,675.2666666666668
195,1998,4,Spanish Grand Prix,1998-05-10,13:00:00,30.75,0.0,18.766666666666666,21.933333333333337,1004.8333333333334
196,1998,6,Monaco Grand Prix,1998-05-24,13:00:00,81.30333333333333,0.0,17.933333333333334,18.933333333333337,1008.5666666666666
197,1998,7,Canadian Grand Prix,1998-06-07,17:00:00,72.33333333333333,0.0,15.1,14.466666666666669,1012.1
198,1998,8,French Grand Prix,1998-06-28,13:00:00,51.72,0.0,11.6,20.233333333333334,1020.6333333333332
199,1998,9,British Grand Prix,1998-07-12,14:00:00,86.0,0.0,30.7,17.633333333333333,998.7666666666668
200,1998,70,Austrian Grand Prix,1998-07-26,13:00:00,58.42666666666667,0.011,7.166666666666667,24.833333333333332,1014.5
201,1998,10,German Grand Prix,1998-08-02,13:00:00,71.23666666666666,0.0,7.5,19.033333333333335,1019.3333333333334
202,1998,11,Hungarian Grand Prix,1998-08-16,13:00:00,,,,,
203,1998,13,Belgian Grand Prix,1998-08-30,13:00:00,93.86666666666667,0.903,8.433333333333332,11.966666666666669,1019.4666666666668
204,1998,14,Italian Grand Prix,1998-09-13,13:00:00,36.943333333333335,0.0,6.266666666666667,20.5,992.0333333333332
205,1998,20,Luxembourg Grand Prix,1998-09-27,14:00:00,77.83666666666666,0.3,15.333333333333334,14.866666666666667,1002.6
206,1998,22,Japanese Grand Prix,1998-11-01,6:00:00,81.79,0.0,5.466666666666668,16.766666666666666,1013.2
207,1997,1,Australian Grand Prix,1997-03-09,6:00:00,49.70333333333334,0.0,16.8,14.433333333333332,1019.4666666666668
208,1997,18,Brazilian Grand Prix,1997-03-30,16:00:00,83.04,0.0,10.333333333333334,21.0,338.93333333333334
209,1997,25,Argentine Grand Prix,1997-04-13,11:00:00,55.913333333333334,0.0,15.266666666666666,27.03333333333333,1008.8666666666668
210,1997,21,San Marino Grand Prix,1997-04-27,13:00:00,80.62333333333333,1.662,21.6,14.066666666666668,1011.0333333333332
211,1997,6,Monaco Grand Prix,1997-05-11,13:00:00,63.046666666666674,0.0,13.166666666666666,16.033333333333335,680.6
212,1997,4,Spanish Grand Prix,1997-05-25,13:00:00,42.95333333333334,0.0,13.666666666666666,17.3,1002.7666666666668
213,1997,7,Canadian Grand Prix,1997-06-15,17:00:00,34.0,0.0,22.333333333333332,22.733333333333334,1011.2666666666668
214,1997,8,French Grand Prix,1997-06-29,13:00:00,77.53666666666668,0.0,9.866666666666667,17.666666666666668,1001.0
215,1997,9,British Grand Prix,1997-07-13,14:00:00,54.49333333333334,0.0,20.26666666666667,21.5,1014.1
216,1997,10,German Grand Prix,1997-07-27,13:00:00,55.01666666666666,0.0,23.5,24.76666666666667,1017.1333333333332
217,1997,11,Hungarian Grand Prix,1997-08-10,13:00:00,45.96666666666667,0.0,17.233333333333334,26.100000000000005,339.90000000000003
218,1997,13,Belgian Grand Prix,1997-08-24,13:00:00,55.46666666666667,0.0,6.7,27.133333333333336,1013.5
219,1997,14,Italian Grand Prix,1997-09-07,13:00:00,57.15,0.01,7.466666666666666,26.3,1020.3
220,1997,70,Austrian Grand Prix,1997-09-21,13:00:00,63.8,0.0,8.966666666666667,13.133333333333333,1022.9333333333334
221,1997,20,Luxembourg Grand Prix,1997-09-28,14:00:00,51.053333333333335,0.0,6.7,19.966666666666665,1015.3
222,1997,22,Japanese Grand Prix,1997-10-12,6:00:00,87.82333333333334,0.0,4.233333333333333,19.133333333333333,1011.6
223,1997,26,European Grand Prix,1997-10-26,13:00:00,66.25666666666666,0.0,16.066666666666666,23.766666666666666,1020.6
224,1996,1,Australian Grand Prix,1996-03-10,6:00:00,90.21,0.0,12.533333333333331,11.1,1021.9
225,1996,18,Brazilian Grand Prix,1996-03-31,16:00:00,75.62,0.0,9.566666666666668,25.333333333333332,336.40000000000003
226,1996,25,Argentine Grand Prix,1996-04-07,11:00:00,50.336666666666666,0.0,8.333333333333334,17.833333333333332,1019.3333333333334
227,1996,20,European Grand Prix,1996-04-28,13:00:00,77.26,0.195,12.733333333333334,11.633333333333333,1009.7333333333332
